id,release_id,image_type,filename,url,source_slug,source_type,notes
2238,149,spine,19158981_4.jpg,,19158981,collection,
2239,1754,tape_spine,21998784_3.jpg,,21998784,collection,
2240,150,spine,15488154_4.jpg,,15488154,collection,
2241,152,tape,18218320_3.jpg,,18218320,collection,
2242,152,spine,18218320_4.jpg,,18218320,collection,
2243,154,tape,17471062_3.jpg,,17471062,collection,
2244,154,spine,17471062_4.jpg,,17471062,collection,
2245,155,tape,19886643_3.jpg,,19886643,collection,
2246,155,spine,19886643_4.jpg,,19886643,collection,
2247,156,tape,15670854_3.jpg,,15670854,collection,
2248,2512,spine,21083519_4.jpg,,21083519,collection,
2249,158,tape,22332071_3.jpg,,22332071,collection,
2250,158,spine,22332071_4.jpg,,22332071,collection,
2251,159,tape,21020392_3.jpg,,21020392,collection,
2252,159,spine,21020392_4.jpg,,21020392,collection,
2253,160,tape,15670879_3.jpg,,15670879,collection,
2254,161,spine,22000561_4.jpg,,22000561,collection,
2255,1635,spine,21561348_4.jpg,,21561348,collection,
2256,1562,spine,23308300_4.jpg,,23308300,collection,
2257,162,tape,18218228_3.jpg,,18218228,collection,
2258,162,spine,18218228_4.jpg,,18218228,collection,
2259,165,tape,21021139_3.jpg,,21021139,collection,
2260,165,spine,21021139_4.jpg,,21021139,collection,
2261,166,tape,17470954_3.jpg,,17470954,collection,
2262,166,spine,17470954_4.jpg,,17470954,collection,
2263,167,tape,21334947_3.jpg,,21334947,collection,
2264,167,spine,21334947_4.jpg,,21334947,collection,
2265,168,spine,21399203_4.jpg,,21399203,collection,
2266,169,tape,16858735_3.jpg,,16858735,collection,
2267,171,tape,19371494_3.jpg,,19371494,collection,
2268,171,spine,19371494_4.jpg,,19371494,collection,
2269,172,tape,21506368_3.jpg,,21506368,collection,
2270,172,spine,21506368_4.jpg,,21506368,collection,
2271,2363,tape,22012927_3.jpg,,22012927,collection,
2272,2363,spine,22012927_4.jpg,,22012927,collection,
2273,173,tape,16858384_3.jpg,,16858384,collection,
2274,174,spine,19158907_4.jpg,,19158907,collection,
2275,175,tape,21334148_3.jpg,,21334148,collection,
2276,175,spine,21334148_4.jpg,,21334148,collection,
2277,1690,tape,16978318_3.jpg,,16978318,collection,
2278,1690,spine,16978318_4.jpg,,16978318,collection,
2279,2051,spine,23613850_4.jpg,,23613850,collection,
2280,1640,spine,21560318_4.jpg,,21560318,collection,
2281,177,tape,19160093_3.jpg,,19160093,collection,
2282,177,spine,19160093_4.jpg,,19160093,collection,
2283,179,spine,18932181_4.jpg,,18932181,collection,
2284,183,tape,21088813_3.jpg,,21088813,collection,
2285,183,spine,21088813_4.jpg,,21088813,collection,
2286,184,tape,15670899_3.jpg,,15670899,collection,
2287,184,spine,15670899_4.jpg,,15670899,collection,
2288,187,spine,21946658_4.jpg,,21946658,collection,
2289,188,tape,19160302_3.jpg,,19160302,collection,
2290,188,spine,19160302_4.jpg,,19160302,collection,
2291,3141,tape,23613797_3.jpg,,23613797,collection,
2292,3141,spine,23613797_4.jpg,,23613797,collection,
2293,190,tape,21334277_3.jpg,,21334277,collection,
2294,190,spine,21334277_4.jpg,,21334277,collection,
2295,191,tape,15404401_3.jpg,,15404401,collection,
2296,1569,tape,17619489_3.jpg,,17619489,collection,
2297,1569,spine,17619489_4.jpg,,17619489,collection,
2298,193,tape,22037460_3.jpg,,22037460,collection,
2299,193,spine,22037460_4.jpg,,22037460,collection,
2300,196,tape,21334977_3.jpg,,21334977,collection,
2301,196,spine,21334977_4.jpg,,21334977,collection,
2302,197,tape,15390079_3.jpg,,15390079,collection,
2303,198,spine,23117855_3.jpg,,23117855,collection,
2304,2789,spine,21335283_4.jpg,,21335283,collection,
2305,199,tape,21283579_3.jpg,,21283579,collection,
2306,199,spine,21283579_4.jpg,,21283579,collection,
2307,202,tape,21032327_3.jpg,,21032327,collection,
2308,202,spine,21032327_4.jpg,,21032327,collection,
2309,203,spine,18774801_4.jpg,,18774801,collection,
2310,1573,spine,23309573_4.jpg,,23309573,collection,
2311,204,spine,21399114_4.jpg,,21399114,collection,
2312,205,tape,22331814_3.jpg,,22331814,collection,
2313,205,spine,22331814_4.jpg,,22331814,collection,
2314,208,spine,21372008_4.jpg,,21372008,collection,
2315,212,tape,16858458_3.jpg,,16858458,collection,
2316,213,tape,15345517_3.jpg,,15345517,collection,
2317,214,tape,15346408_3.jpg,,15346408,collection,
2318,1765,tape_spine,23614059_4.jpg,,23614059,collection,
2319,2515,tape,18218072_3.jpg,,18218072,collection,
2320,2515,spine,18218072_4.jpg,,18218072,collection,
2321,216,spine,19886289_4.jpg,,19886289,collection,
2322,217,tape,19498301_3.jpg,,19498301,collection,
2323,217,spine,19498301_4.jpg,,19498301,collection,
2324,218,tape,21019883_3.jpg,,21019883,collection,
2325,218,spine,21019883_4.jpg,,21019883,collection,
2326,221,tape,21613630_3.jpg,,21613630,collection,
2327,221,spine,21613630_4.jpg,,21613630,collection,
2328,222,tape,21033628_3.jpg,,21033628,collection,
2329,222,spine,21033628_4.jpg,,21033628,collection,
2330,1642,spine,21560357_4.jpg,,21560357,collection,
2331,2516,tape_spine,15569182_3.jpg,,15569182,collection,
2332,1707,tape_spine,22012966_3.jpg,,22012966,collection,
2333,1707,spine,22012966_4.jpg,,22012966,collection,
2334,230,spine,16888603_3.jpg,,16888603,collection,
2335,231,tape,21359831_3.jpg,,21359831,collection,
2336,231,spine,21359831_4.jpg,,21359831,collection,
2337,234,spine,21889345_4.jpg,,21889345,collection,
2338,235,tape,15404447_3.jpg,,15404447,collection,
2339,2124,spine,23118093_3.jpg,,23118093,collection,
2340,236,spine,21160899_4.jpg,,21160899,collection,
2341,237,tape,15343290_3.jpg,,15343290,collection,
2342,238,spine,21021148_4.jpg,,21021148,collection,
2343,1643,spine,21561310_4.jpg,,21561310,collection,
2344,239,tape,21020929_3.jpg,,21020929,collection,
2345,239,spine,21020929_4.jpg,,21020929,collection,
2346,1645,spine,18118585_4.jpg,,18118585,collection,
2347,3144,tape,15346499_3.jpg,,15346499,collection,
2348,1023,spine,21033615_4.jpg,,21033615,collection,
2349,244,spine,21359655_4.jpg,,21359655,collection,
2350,245,spine,18774974_4.jpg,,18774974,collection,
2351,247,tape,15345755_3.jpg,,15345755,collection,
2352,2373,tape_spine,21335012_3.jpg,,21335012,collection,
2353,2373,spine,21335012_4.jpg,,21335012,collection,
2354,249,spine,21968719_4.jpg,,21968719,collection,
2355,2375,spine,21161006_4.jpg,,21161006,collection,
2356,250,tape,21621838_3.jpg,,21621838,collection,
2357,250,spine,21621838_4.jpg,,21621838,collection,
2358,254,tape,22332393_3.jpg,,22332393,collection,
2359,254,spine,22332393_4.jpg,,22332393,collection,
2360,255,tape,21334347_3.jpg,,21334347,collection,
2361,255,spine,21334347_4.jpg,,21334347,collection,
2362,1055,spine,23118154_3.jpg,,23118154,collection,
2363,1055,tape,23118154_4.jpg,,23118154,collection,
2364,257,spine,16858434_3.jpg,,16858434,collection,
2365,258,tape,19886681_3.jpg,,19886681,collection,
2366,258,spine,19886681_4.jpg,,19886681,collection,
2367,1066,spine,23294667_4.jpg,,23294667,collection,
2368,260,spine,17439773_4.jpg,,17439773,collection,
2369,262,spine,16858833_3.jpg,,16858833,collection,
2370,264,tape,22085632_3.jpg,,22085632,collection,
2371,264,spine,22085632_4.jpg,,22085632,collection,
2372,265,tape,15345710_3.jpg,,15345710,collection,
2373,267,tape,21020871_3.jpg,,21020871,collection,
2374,267,spine,21020871_4.jpg,,21020871,collection,
2375,268,tape,21398801_3.jpg,,21398801,collection,
2376,268,spine,21398801_4.jpg,,21398801,collection,
2377,270,spine,16858816_3.jpg,,16858816,collection,
2378,1776,tape_spine,23614223_4.jpg,,23614223,collection,
2379,273,tape,21706052_3.jpg,,21706052,collection,
2380,273,spine,21706052_4.jpg,,21706052,collection,
2381,276,tape,16858752_3.jpg,,16858752,collection,
2382,276,spine,16858752_4.jpg,,16858752,collection,
2383,280,spine,21160959_4.jpg,,21160959,collection,
2384,284,spine,21414113_4.jpg,,21414113,collection,
2385,287,spine,21749782_4.jpg,,21749782,collection,
2386,2380,spine,18932513_4.jpg,,18932513,collection,
2387,288,tape,17574680_3.jpg,,17574680,collection,
2388,288,spine,17574680_4.jpg,,17574680,collection,
2389,1695,spine,23940119_3.jpg,,23940119,collection,
2390,1695,tape_spine,23940119_4.jpg,,23940119,collection,
2391,291,tape,23290885_3.jpg,,23290885,collection,
2392,291,spine,23290885_4.jpg,,23290885,collection,
2393,1113,spine,23306193_4.jpg,,23306193,collection,
2394,1116,tape,23291521_3.jpg,,23291521,collection,
2395,1116,spine,23291521_4.jpg,,23291521,collection,
2396,296,spine,21968764_4.jpg,,21968764,collection,
2397,1652,spine,21560274_4.jpg,,21560274,collection,
2398,298,tape,21613569_3.jpg,,21613569,collection,
2399,298,spine,21613569_4.jpg,,21613569,collection,
2400,299,tape,16858794_3.jpg,,16858794,collection,
2401,300,tape,21032242_3.jpg,,21032242,collection,
2402,300,spine,21032242_4.jpg,,21032242,collection,
2403,301,tape,21412848_3.jpg,,21412848,collection,
2404,301,spine,21412848_4.jpg,,21412848,collection,
2405,1126,spine,23295822_4.jpg,,23295822,collection,
2406,2385,tape,23323803_3.jpg,,23323803,collection,
2407,2385,spine,23323803_4.jpg,,23323803,collection,
2408,1132,tape,21551118_3.jpg,,21551118,collection,
2409,1132,spine,21551118_4.jpg,,21551118,collection,
2410,304,spine,16888578_3.jpg,,16888578,collection,
2411,306,spine,16893652_3.jpg,,16893652,collection,
2412,307,tape,21089034_3.jpg,,21089034,collection,
2413,307,spine,21089034_4.jpg,,21089034,collection,
2414,309,spine,19275188_4.jpg,,19275188,collection,
2415,310,tape,15372630_3.jpg,,15372630,collection,
2416,311,tape,21613918_3.jpg,,21613918,collection,
2417,311,spine,21613918_4.jpg,,21613918,collection,
2418,313,spine,21968507_4.jpg,,21968507,collection,
2419,315,tape,21719799_3.jpg,,21719799,collection,
2420,315,spine,21719799_4.jpg,,21719799,collection,
2421,1653,spine,18118232_4.jpg,,18118232,collection,
2422,316,spine,21830467_4.jpg,,21830467,collection,
2423,317,tape,21705976_3.jpg,,21705976,collection,
2424,317,spine,21705976_4.jpg,,21705976,collection,
2425,318,tape,21139623_3.jpg,,21139623,collection,
2426,322,tape,21398327_3.jpg,,21398327,collection,
2427,322,spine,21398327_4.jpg,,21398327,collection,
2428,324,spine,23613960_4.jpg,,23613960,collection,
2429,325,spine,21265544_4.jpg,,21265544,collection,
2430,329,tape,21334479_3.jpg,,21334479,collection,
2431,329,spine,21334479_4.jpg,,21334479,collection,
2432,330,spine,21413395_4.jpg,,21413395,collection,
2433,331,tape,15357981_3.jpg,,15357981,collection,
2434,332,spine,26862464_3.jpg,,26862464,collection,
2435,1192,spine,23294809_4.jpg,,23294809,collection,
2436,3182,tape,23365403_3.jpg,,23365403,collection,
2437,3182,spine,23365403_4.jpg,,23365403,collection,
2438,3195,tape,23365391_3.jpg,,23365391,collection,
2439,3195,spine,23365391_4.jpg,,23365391,collection,
2440,336,spine,21089100_4.jpg,,21089100,collection,
2441,338,tape,21888308_3.jpg,,21888308,collection,
2442,338,spine,21888308_4.jpg,,21888308,collection,
2443,339,tape,21812811_3.jpg,,21812811,collection,
2444,339,spine,21812811_4.jpg,,21812811,collection,
2445,2627,spine,26864949_4.jpg,,26864949,collection,
2446,2626,spine,26864963_4.jpg,,26864963,collection,
2447,2625,spine,26864921_4.jpg,,26864921,collection,
2448,2628,tape,26864883_3.jpg,,26864883,collection,
2449,2628,spine,26864883_4.jpg,,26864883,collection,
2450,2631,spine,26864985_4.jpg,,26864985,collection,
2451,2640,spine,26865056_4.jpg,,26865056,collection,
2452,340,tape,15345878_3.jpg,,15345878,collection,
2453,3145,tape,21020800_3.jpg,,21020800,collection,
2454,3145,spine,21020800_4.jpg,,21020800,collection,
2455,343,tape,19160139_3.jpg,,19160139,collection,
2456,343,spine,19160139_4.jpg,,19160139,collection,
2457,344,tape,15547472_3.jpg,,15547472,collection,
2458,347,tape,21704828_3.jpg,,21704828,collection,
2459,347,spine,21704828_4.jpg,,21704828,collection,
2460,348,tape,16978364_3.jpg,,16978364,collection,
2461,348,spine,16978364_4.jpg,,16978364,collection,
2462,349,tape,15404512_3.jpg,,15404512,collection,
2463,2401,tape,15357956_3.jpg,,15357956,collection,
2464,351,tape,17574707_3.jpg,,17574707,collection,
2465,351,spine,17574707_4.jpg,,17574707,collection,
2466,352,spine,21398688_3.jpg,,21398688,collection,
2467,352,spine,21398688_4.jpg,,21398688,collection,
2468,353,tape,15372580_3.jpg,,15372580,collection,
2469,354,spine,21827377_4.jpg,,21827377,collection,
2470,355,tape,21283572_3.jpg,,21283572,collection,
2471,355,spine,21283572_4.jpg,,21283572,collection,
2472,357,tape,15404613_3.jpg,,15404613,collection,
2473,2161,tape,23300607_3.jpg,,23300607,collection,
2474,2161,spine,23300607_4.jpg,,23300607,collection,
2475,362,tape,21119708_3.jpg,,21119708,collection,
2476,362,spine,21119708_4.jpg,,21119708,collection,
2477,363,tape,21265829_3.jpg,,21265829,collection,
2478,363,spine,21265829_4.jpg,,21265829,collection,
2479,364,tape,15345497_3.jpg,,15345497,collection,
2480,365,tape,15345439_3.jpg,,15345439,collection,
2481,366,tape,15345343_3.jpg,,15345343,collection,
2482,366,spine,15345343_4.jpg,,15345343,collection,
2483,371,tape,19886541_3.jpg,,19886541,collection,
2484,371,spine,19886541_4.jpg,,19886541,collection,
2485,372,spine,19886424_4.jpg,,19886424,collection,
2486,373,tape,21413654_3.jpg,,21413654,collection,
2487,373,spine,21413654_4.jpg,,21413654,collection,
2488,1239,spine,23308220_4.jpg,,23308220,collection,
2489,375,spine,18932286_4.jpg,,18932286,collection,
2490,2553,spine,22012984_4.jpg,,22012984,collection,
2491,380,spine,21546348_4.jpg,,21546348,collection,
2492,382,spine,17534890_4.jpg,,17534890,collection,
2493,1699,tape,15343315_3.jpg,,15343315,collection,
2494,1699,tape_spine,15343315_4.jpg,,15343315,collection,
2495,385,tape,16858719_3.jpg,,16858719,collection,
2496,386,tape,15671135_3.jpg,,15671135,collection,
2497,386,tape_spine,15671135_4.jpg,,15671135,collection,
2498,388,spine,21546487_4.jpg,,21546487,collection,
2499,1700,tape_spine,21497101_3.jpg,,21497101,collection,
2500,1700,spine,21497101_4.jpg,,21497101,collection,
2501,1656,spine,21560149_4.jpg,,21560149,collection,
2502,389,tape,21398761_3.jpg,,21398761,collection,
2503,389,spine,21398761_4.jpg,,21398761,collection,
2504,390,spine,21711161_4.jpg,,21711161,collection,
2505,3148,tape,15346518_3.jpg,,15346518,collection,
2506,3149,tape,15346523_3.jpg,,15346523,collection,
2507,395,tape,15404305_3.jpg,,15404305,collection,
2508,1678,spine,26863269_4.jpg,,26863269,collection,
2509,1658,tape,21559825_3.jpg,,21559825,collection,
2510,1658,spine,21559825_4.jpg,,21559825,collection,
2511,1274,spine,23291564_4.jpg,,23291564,collection,
2512,400,spine,22337189_4.jpg,,22337189,collection,
2513,403,tape,15372717_3.jpg,,15372717,collection,
2514,1304,spine,23294823_4.jpg,,23294823,collection,
2515,411,spine,21083510_4.jpg,,21083510,collection,
2516,412,tape,15345536_3.jpg,,15345536,collection,
2517,413,tape,23613751_3.jpg,,23613751,collection,
2518,413,spine,23613751_4.jpg,,23613751,collection,
2519,415,tape,23324515_3.jpg,,23324515,collection,
2520,415,spine,23324515_4.jpg,,23324515,collection,
2521,416,tape,21334428_3.jpg,,21334428,collection,
2522,416,spine,21334428_4.jpg,,21334428,collection,
2523,1311,spine,23306528_4.jpg,,23306528,collection,
2524,419,tape,18136162_3.jpg,,18136162,collection,
2525,419,spine,18136162_4.jpg,,18136162,collection,
2526,424,tape,21031622_3.jpg,,21031622,collection,
2527,424,spine,21031622_4.jpg,,21031622,collection,
2528,426,tape,15343344_3.jpg,,15343344,collection,
2529,428,tape,21117267_3.jpg,,21117267,collection,
2530,428,spine,21117267_4.jpg,,21117267,collection,
2531,429,tape,23613778_3.jpg,,23613778,collection,
2532,429,spine,23613778_4.jpg,,23613778,collection,
2533,430,spine,21399011_4.jpg,,21399011,collection,
2534,431,tape,15345813_3.jpg,,15345813,collection,
2535,431,tape_spine,15345813_4.jpg,,15345813,collection,
2536,1332,tape,23309850_3.jpg,,23309850,collection,
2537,1332,spine,23309850_4.jpg,,23309850,collection,
2538,432,tape,15355207_3.jpg,,15355207,collection,
2539,433,spine,21032217_4.jpg,,21032217,collection,
2540,1335,spine,23295868_4.jpg,,23295868,collection,
2541,434,tape,19886660_3.jpg,,19886660,collection,
2542,434,spine,19886660_4.jpg,,19886660,collection,
2543,435,tape,17400528_3.jpg,,17400528,collection,
2544,435,spine,17400528_4.jpg,,17400528,collection,
2545,439,tape,21413260_3.jpg,,21413260,collection,
2546,439,spine,21413260_4.jpg,,21413260,collection,
2547,1347,tape,23305811_3.jpg,,23305811,collection,
2548,1347,spine,23305811_4.jpg,,23305811,collection,
2549,442,tape,21704850_3.jpg,,21704850,collection,
2550,442,spine,21704850_4.jpg,,21704850,collection,
2551,2572,spine,23940198_3.jpg,,23940198,collection,
2552,1664,spine,21560205_4.jpg,,21560205,collection,
2553,1363,spine,23294767_4.jpg,,23294767,collection,
2554,450,tape,15345915_3.jpg,,15345915,collection,
2555,449,tape,18136102_3.jpg,,18136102,collection,
2556,449,spine,18136102_4.jpg,,18136102,collection,
2557,452,tape,23548366_3.jpg,,23548366,collection,
2558,452,spine,23548366_4.jpg,,23548366,collection,
2559,1367,tape,23118014_3.jpg,,23118014,collection,
2560,1367,spine,23118014_4.jpg,,23118014,collection,
2561,454,spine,21359925_4.jpg,,21359925,collection,
2562,2549,tape_spine,15372775_3.jpg,,15372775,collection,
2563,456,tape,15372751_3.jpg,,15372751,collection,
2564,457,tape,21711102_3.jpg,,21711102,collection,
2565,457,spine,21711102_4.jpg,,21711102,collection,
2566,1385,tape,23306331_3.jpg,,23306331,collection,
2567,1385,spine,23306331_4.jpg,,23306331,collection,
2568,460,spine,17439611_4.jpg,,17439611,collection,
2569,461,tape,21460696_3.jpg,,21460696,collection,
2570,461,spine,21460696_4.jpg,,21460696,collection,
2571,462,tape,15355360_3.jpg,,15355360,collection,
2572,462,spine,15355360_4.jpg,,15355360,collection,
2573,1387,tape,23300511_3.jpg,,23300511,collection,
2574,1387,spine,23300511_4.jpg,,23300511,collection,
2575,463,tape,21413104_3.jpg,,21413104,collection,
2576,463,spine,21413104_4.jpg,,21413104,collection,
2577,464,tape,21413588_3.jpg,,21413588,collection,
2578,464,spine,21413588_4.jpg,,21413588,collection,
2579,1708,tape_spine,15360525_3.jpg,,15360525,collection,
2580,1708,tape,15360525_4.jpg,,15360525,collection,
2581,465,tape,23324440_3.jpg,,23324440,collection,
2582,465,spine,23324440_4.jpg,,23324440,collection,
2583,466,spine,26862669_3.jpg,,26862669,collection,
2584,467,tape,22374022_3.jpg,,22374022,collection,
2585,467,spine,22374022_4.jpg,,22374022,collection,
2586,468,spine,26863087_3.jpg,,26863087,collection,
2587,469,spine,16893637_3.jpg,,16893637,collection,
2588,1710,spine,21947493_4.jpg,,21947493,collection,
2589,470,spine,17651009_4.jpg,,17651009,collection,
2590,1711,tape_spine,22012952_3.jpg,,22012952,collection,
2591,1711,spine,22012952_4.jpg,,22012952,collection,
2592,1711,spine,26863198_4.jpg,,26863198,collection,
2593,473,tape,23614004_3.jpg,,23614004,collection,
2594,473,spine,23614004_4.jpg,,23614004,collection,
2595,474,tape,18218351_3.jpg,,18218351,collection,
2596,474,spine,18218351_4.jpg,,18218351,collection,
2597,1672,tape,21560058_3.jpg,,21560058,collection,
2598,1672,spine,21560058_4.jpg,,21560058,collection,
2599,476,tape,17400726_3.jpg,,17400726,collection,
2600,476,spine,17400726_4.jpg,,17400726,collection,
2601,1416,tape,23444176_3.jpg,,23444176,collection,
2602,1416,spine,23444176_4.jpg,,23444176,collection,
2603,477,tape,15346389_3.jpg,,15346389,collection,
2604,2395,spine,21711238_4.jpg,,21711238,collection,
2605,482,spine,16893595_3.jpg,,16893595,collection,
2606,486,tape,21032387_3.jpg,,21032387,collection,
2607,486,spine,21032387_4.jpg,,21032387,collection,
2608,488,spine,26863426_3.jpg,,26863426,collection,
2609,488,tape,26863426_4.jpg,,26863426,collection,
2610,1434,tape,23306080_3.jpg,,23306080,collection,
2611,1434,spine,23306080_4.jpg,,23306080,collection,
2612,490,spine,21398930_3.jpg,,21398930,collection,
2613,490,spine,21398930_4.jpg,,21398930,collection,
2614,1603,tape,23365576_3.jpg,,23365576,collection,
2615,1603,spine,23365576_4.jpg,,23365576,collection,
2616,1602,tape,23365526_3.jpg,,23365526,collection,
2617,1602,spine,23365526_4.jpg,,23365526,collection,
2618,1604,tape,23365625_3.jpg,,23365625,collection,
2619,1604,spine,23365625_4.jpg,,23365625,collection,
2620,1605,spine,23365737_4.jpg,,23365737,collection,
2621,493,tape,21088974_3.jpg,,21088974,collection,
2622,493,spine,21088974_4.jpg,,21088974,collection,
2623,494,tape,15346451_3.jpg,,15346451,collection,
2624,2574,spine,21089387_4.jpg,,21089387,collection,
2625,496,tape,18218427_3.jpg,,18218427,collection,
2626,496,spine,18218427_4.jpg,,18218427,collection,
2627,499,tape,17470969_3.jpg,,17470969,collection,
2628,499,spine,17470969_4.jpg,,17470969,collection,
2629,1444,spine,23307561_4.jpg,,23307561,collection,
2630,501,tape,15542492_3.jpg,,15542492,collection,
2631,502,tape,21597591_3.jpg,,21597591,collection,
2632,502,spine,21597591_4.jpg,,21597591,collection,
2633,503,spine,23291097_4.jpg,,23291097,collection,
2634,505,spine,18932038_4.jpg,,18932038,collection,
2635,2000,spine,23121286_3.jpg,,23121286,collection,
2636,2000,tape,23121286_4.jpg,,23121286,collection,
2637,2003,tape,23118276_3.jpg,,23118276,collection,
2638,2003,spine,23118276_4.jpg,,23118276,collection,
2639,2360,tape,21334802_3.jpg,,21334802,collection,
2640,2360,spine,21334802_4.jpg,,21334802,collection,
2641,2393,tape,21021266_3.jpg,,21021266,collection,
2642,2393,spine,21021266_4.jpg,,21021266,collection,
2643,2352,tape,18932474_3.jpg,,18932474,collection,
2644,2352,spine,18932474_4.jpg,,18932474,collection,
2645,189,spine,23291178_4.jpg,,23291178,collection,
2646,2357,tape,21719348_3.jpg,,21719348,collection,
2647,2357,spine,21719348_4.jpg,,21719348,collection,
2648,2367,tape,21460684_3.jpg,,21460684,collection,
2649,2367,spine,21460684_4.jpg,,21460684,collection,
2650,2366,spine,15824554_3.jpg,,15824554,collection,
2651,2369,spine,21089315_4.jpg,,21089315,collection,
2652,2371,spine,21360163_4.jpg,,21360163,collection,
2653,2351,tape,21283610_3.jpg,,21283610,collection,
2654,2351,spine,21283610_4.jpg,,21283610,collection,
2655,2397,tape,21265996_3.jpg,,21265996,collection,
2656,2397,spine,21265996_4.jpg,,21265996,collection,
2657,3153,tape,21888440_3.jpg,,21888440,collection,
2658,3153,spine,21888440_4.jpg,,21888440,collection,
2659,3156,tape,15346447_3.jpg,,15346447,collection,
2660,508,tape,21032189_3.jpg,,21032189,collection,
2661,508,tape,21032189_4.jpg,,21032189,collection,
2662,510,tape,22410338_4.jpg,,22410338,collection,
2663,511,tape,16880209_3.jpg,,16880209,collection,
2664,511,spine,16880209_4.jpg,,16880209,collection,
2665,2390,tape,18218138_3.jpg,,18218138,collection,
2666,2390,spine,18218138_4.jpg,,18218138,collection,
2667,512,spine,18774633_4.jpg,,18774633,collection,
2668,513,tape,15342516_3.jpg,,15342516,collection,
2669,515,spine,21621557_4.jpg,,21621557,collection,
2670,517,tape,15345895_3.jpg,,15345895,collection,
2671,520,tape,21670181_3.jpg,,21670181,collection,
2672,520,spine,21670181_4.jpg,,21670181,collection,
2673,522,spine,19886207_4.jpg,,19886207,collection,
2674,523,spine,15346454_3.jpg,,15346454,collection,
2675,524,spine,22412027_3.jpg,,22412027,collection,
2676,524,spine,22412027_4.jpg,,22412027,collection,
2677,2808,spine,21335120_4.jpg,,21335120,collection,
2681,337,cover,004_2BI4e.png,,2BI4e,archive,
2682,337,cover,014_2BI4e.png,,2BI4e,archive,
2687,1623,cover,004_2dML8.png,,2dML8,archive,
2688,1615,cover,003_3HEEO.png,,3HEEO,archive,
2689,568,cover,011_3fwch.png,,3fwch,archive,
2690,1649,cover,004_5XdWV.png,,5XdWV,archive,
2691,244,cover,002_5jQHX.png,,5jQHX,archive,
2692,244,spine,003_5jQHX.png,,5jQHX,archive,
2693,244,reverse,004_5jQHX.png,,5jQHX,archive,
2694,904,tape,003_68DNG.png,,68DNG,archive,
2695,904,cover,004_68DNG.png,,68DNG,archive,
2696,904,reverse,005_68DNG.png,,68DNG,archive,
2697,904,tape,012_68DNG.png,,68DNG,archive,
2698,904,tape,013_68DNG.png,,68DNG,archive,
2699,1145,cover,003_7rzuj.png,,7rzuj,archive,
2700,182,cover,003_8AXlZ.png,,8AXlZ,archive,
2701,182,reverse,012_8AXlZ.png,,8AXlZ,archive,
2702,271,cover,002_8SnV7.png,,8SnV7,archive,
2703,271,reverse,003_8SnV7.png,,8SnV7,archive,
2704,271,spine,004_8SnV7.png,,8SnV7,archive,
2705,271,cover,019_8SnV7.png,,8SnV7,archive,
2706,749,cover,003_9m2MT.png,,9m2MT,archive,
2707,4,cover,003_APnH1.png,,APnH1,archive,
2708,95,cover,002_Bc9bt.png,,Bc9bt,archive,
2709,95,reverse,003_Bc9bt.png,,Bc9bt,archive,
2710,95,spine,005_Bc9bt.png,,Bc9bt,archive,
2711,135,cover,002_CHory.png,,CHory,archive,
2712,135,reverse,003_CHory.png,,CHory,archive,
2713,135,spine,005_CHory.png,,CHory,archive,
2714,451,spine,001_EGDEK.png,,EGDEK,archive,
2715,451,cover,002_EGDEK.png,,EGDEK,archive,
2716,451,spine,003_EGDEK.png,,EGDEK,archive,
2718,738,cover,003_EjZ2k.png,,EjZ2k,archive,
2719,590,cover,003_F9vzJ.png,,F9vzJ,archive,
2720,252,cover,002_Ge7UQ.png,,Ge7UQ,archive,
2721,252,reverse,003_Ge7UQ.png,,Ge7UQ,archive,
2722,252,spine,004_Ge7UQ.png,,Ge7UQ,archive,
2723,252,spine,005_Ge7UQ.png,,Ge7UQ,archive,
2724,211,cover,003_Hy5WR.png,,Hy5WR,archive,
2725,3,cover,003_J6n7u.png,,J6n7u,archive,
2726,3,reverse,012_J6n7u.png,,J6n7u,archive,
2732,607,cover,003_LheDh.png,,LheDh,archive,
2733,100,cover,003_NAPh0.png,,NAPh0,archive,
2734,100,cover,011_NAPh0.png,,NAPh0,archive,
2735,549,cover,004_NQN79.png,,NQN79,archive,
2736,341,cover,003_OiedM.png,,OiedM,archive,
2737,75,cover,002_P9haj.png,,P9haj,archive,
2738,75,reverse,003_P9haj.png,,P9haj,archive,
2739,75,spine,004_P9haj.png,,P9haj,archive,
2740,75,spine,005_P9haj.png,,P9haj,archive,
2741,392,cover,003_QASTk.png,,QASTk,archive,
2742,79,cover,003_RDk40.png,,RDk40,archive,
2743,79,reverse,011_RDk40.png,,RDk40,archive,
2744,676,cover,003_RQGk9.png,,RQGk9,archive,
2745,790,cover,003_Scy31.png,,Scy31,archive,
2746,97,cover,002_SxaJq.png,,SxaJq,archive,
2747,97,reverse,003_SxaJq.png,,SxaJq,archive,
2748,97,spine,004_SxaJq.png,,SxaJq,archive,
2750,694,cover,003_V0snH.png,,V0snH,archive,
2751,176,cover,002_VDaxm.png,,VDaxm,archive,
2752,176,tape,003_VDaxm.png,,VDaxm,archive,
2753,176,tape_spine,004_VDaxm.png,,VDaxm,archive,
2754,675,cover,003_WlrDH.png,,WlrDH,archive,
2756,447,cover,003_WtNTX.png,,WtNTX,archive,
2757,289,cover,002_YR9Yb.png,,YR9Yb,archive,
